,Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id
5847,9,33.33,305,412,27.72,74.02,70*,3,1,3,0,Pakistan,Dhaka,2705,34102
5848,26,60.46,331,455,27.58,72.74,70*,3,1,3,0,Bangladesh,Dhaka,2706,34102
5849,24,88.88,355,482,27.30,73.65,70*,3,1,3,0,Pakistan,Dhaka,2707,34102
5850,11,37.93,366,511,26.14,71.62,70*,3,1,3,0,Hong Kong,Karachi,2716,34102
5851,0*,0.00,366,512,26.14,71.48,70*,4,1,3,0,Pakistan,Karachi,2717,34102
5852,22,95.65,388,535,25.86,72.52,70*,4,1,3,0,Bangladesh,Karachi,2721,34102
5853,58,81.69,446,606,27.87,73.59,70*,4,1,4,0,Pakistan,Karachi,2730,34102
5854,22*,78.57,468,634,29.25,73.81,70*,5,1,4,0,Sri Lanka,Karachi,2732,34102
5855,3,37.50,471,642,27.70,73.36,70*,5,1,4,0,Sri Lanka,Karachi,2735,34102
5856,19,61.29,490,673,27.22,72.80,70*,5,1,4,0,Sri Lanka,Dambulla,2742,34102
5857,0,0.00,490,675,25.78,72.59,70*,5,2,4,0,Sri Lanka,Dambulla,2745,34102
5858,32,100.00,522,707,26.10,73.83,70*,5,2,4,0,Sri Lanka,Colombo (RPS),2750,34102
5859,18,78.26,540,730,25.71,73.97,70*,5,2,4,0,Sri Lanka,Colombo (RPS),2755,34102
5860,3,60.00,543,735,24.68,73.87,70*,5,2,4,0,Sri Lanka,Colombo (RPS),2756,34102
5861,11*,137.50,554,743,25.18,74.56,70*,6,2,4,0,England,Rajkot,2774,34102
5862,3,23.07,557,756,24.21,73.67,70*,6,2,4,0,England,Indore,2777,34102
5863,28,68.29,585,797,24.37,73.40,70*,6,2,4,0,England,Kanpur,2778,34102
5864,8*,80.00,593,807,24.70,73.48,70*,7,2,4,0,England,Cuttack,2783,34102
5865,25*,83.33,618,837,25.75,73.83,70*,8,2,4,0,Sri Lanka,Dambulla,2806,34102
5866,4*,66.66,622,843,25.91,73.78,70*,9,2,4,0,Sri Lanka,Colombo (RPS),2815,34102
5867,15,68.18,637,865,25.48,73.64,70*,9,2,4,0,Sri Lanka,Colombo (RPS),2818,34102
5869,43*,58.10,680,939,27.20,72.41,70*,10,2,4,0,New Zealand,Auckland,2825,34102
5870,4,33.33,684,951,26.30,71.92,70*,10,2,4,0,West Indies,Kingston,2852,34102
5871,0,0.00,684,953,25.33,71.77,70*,10,3,4,0,West Indies,Kingston,2853,34102
5872,11,122.22,695,962,24.82,72.24,70*,10,3,4,0,West Indies,Gros Islet,2854,34102
5874,48,78.68,743,1023,25.62,72.62,70*,10,3,4,0,South Africa,Ahmedabad,2963,34102
5875,114,95.79,857,1142,28.56,75.04,114,10,3,4,1,Zimbabwe,Bulawayo,2981,34102
5876,101*,101.00,958,1242,31.93,77.13,114,11,3,4,2,Sri Lanka,Bulawayo,2983,34102
5877,13,52.00,971,1267,31.32,76.63,114,11,3,4,2,Zimbabwe,Harare,2986,34102
5878,32,80.00,1003,1307,31.34,76.74,114,11,3,4,2,Sri Lanka,Harare,2988,34102
5879,0,0.00,1003,1308,30.39,76.68,114,11,4,4,2,Bangladesh,Dambulla,2993,34102
5880,22,91.66,1025,1332,30.14,76.95,114,11,4,4,2,Pakistan,Dambulla,2996,34102
5881,69,94.52,1094,1405,31.25,77.86,114,11,4,5,2,Sri Lanka,Dambulla,2999,34102
5882,41,78.84,1135,1457,31.52,77.89,114,11,4,5,2,Sri Lanka,Dambulla,3001,34102
5883,4,36.36,1139,1468,30.78,77.58,114,11,4,5,2,New Zealand,Dambulla,3030,34102
5884,0,0.00,1139,1470,29.97,77.48,114,11,5,5,2,Sri Lanka,Dambulla,3032,34102
5885,11,52.38,1150,1491,29.48,77.12,114,11,5,5,2,Sri Lanka,Dambulla,3038,34102
5886,5,55.55,1155,1500,28.87,77.00,114,11,5,5,2,Sri Lanka,Dambulla,3040,34102
5887,44,91.66,1199,1548,29.24,77.45,114,11,5,5,2,New Zealand,Bengaluru,3076,34102
5889,11,40.74,1210,1575,28.80,76.82,114,11,5,5,2,South Africa,Durban,3079,34102
5890,9,64.28,1219,1589,28.34,76.71,114,11,5,5,2,South Africa,Johannesburg,3080,34102
5891,23,51.11,1242,1634,28.22,76.00,114,11,5,5,2,South Africa,Cape Town,3082,34102
5892,1,16.66,1243,1640,27.62,75.79,114,11,5,5,2,South Africa,Port Elizabeth,3084,34102
5893,5,62.50,1248,1648,27.13,75.72,114,11,5,5,2,South Africa,Centurion,3087,34102
5894,68*,90.66,1316,1723,28.60,76.37,114,12,5,6,2,West Indies,Port of Spain,3159,34102
5895,7*,50.00,1323,1737,28.76,76.16,114,13,5,6,2,West Indies,Port of Spain,3160,34102
5896,86*,94.50,1409,1828,30.63,77.07,114,14,5,7,2,West Indies,North Sound,3161,34102
5897,39,82.97,1448,1875,30.80,77.22,114,14,5,7,2,West Indies,North Sound,3162,34102
5898,57,79.16,1505,1947,31.35,77.29,114,14,5,8,2,West Indies,Kingston,3163,34102
5899,0*,0.00,1505,1948,31.35,77.25,114,15,5,8,2,England,Chester-le-Street,3186,34102
5900,72,72.72,1577,2047,32.18,77.03,114,15,5,9,2,West Indies,Cuttack,3217,34102
5901,90*,91.83,1667,2145,34.02,77.71,114,16,5,10,2,West Indies,Visakhapatnam,3219,34102
5902,95,95.00,1762,2245,35.24,78.48,114,16,5,11,2,West Indies,Ahmedabad,3221,34102
5903,27,168.75,1789,2261,35.07,79.12,114,16,5,11,2,West Indies,Indore,3223,34102
5904,21,80.76,1810,2287,34.80,79.14,114,16,5,11,2,West Indies,Chennai,3224,34102
5905,21,100.00,1831,2308,34.54,79.33,114,16,5,11,2,Australia,Melbourne,3231,34102
5906,10,58.82,1841,2325,34.09,79.18,114,16,5,11,2,Sri Lanka,Perth,3233,34102
5907,33,80.48,1874,2366,34.07,79.20,114,16,5,11,2,Australia,Adelaide,3237,34102
5908,15,55.55,1889,2393,33.73,78.93,114,16,5,11,2,Sri Lanka,Adelaide,3239,34102
5909,0,0.00,1889,2398,33.14,78.77,114,16,6,11,2,Australia,Brisbane,3244,34102
5911,4,66.66,1893,2404,32.63,78.74,114,16,6,11,2,Bangladesh,Dhaka,3261,34102
5912,68,81.92,1961,2487,33.23,78.85,114,16,6,12,2,Pakistan,Dhaka,3263,34102
5913,5,62.50,1966,2495,32.76,78.79,114,16,6,12,2,Sri Lanka,Hambantota,3291,34102
5914,0,0.00,1966,2500,32.22,78.64,114,16,7,12,2,Sri Lanka,Hambantota,3292,34102
5915,0,0.00,1966,2501,31.70,78.60,114,16,8,12,2,Sri Lanka,Colombo (RPS),3293,34102
5916,4,28.57,1970,2515,31.26,78.33,114,16,8,12,2,Sri Lanka,Colombo (RPS),3294,34102
5917,4,44.44,1974,2524,30.84,78.20,114,16,8,12,2,Sri Lanka,Pallekele,3295,34102
5918,4,28.57,1978,2538,30.43,77.93,114,16,8,12,2,Pakistan,Chennai,3314,34102
5919,83,89.24,2061,2631,31.22,78.33,114,16,8,13,2,England,Mohali,3327,34102
5920,4,44.44,2065,2640,30.82,78.21,114,16,8,13,2,England,Dharamsala,3329,34102
5921,65,80.24,2130,2721,31.32,78.28,114,16,8,14,2,South Africa,Cardiff,3363,34102
5922,52,92.85,2182,2777,31.62,78.57,114,16,8,15,2,West Indies,The Oval,3368,34102
5923,18,56.25,2200,2809,31.42,78.31,114,16,8,15,2,Pakistan,Birmingham,3372,34102
5924,33,66.00,2233,2859,31.45,78.10,114,16,8,15,2,Sri Lanka,Cardiff,3376,34102
5925,9,64.28,2242,2873,31.13,78.03,114,16,8,15,2,England,Birmingham,3377,34102
5926,60,67.41,2302,2962,31.53,77.71,114,16,8,16,2,West Indies,Kingston,3380,34102
5927,5,38.46,2307,2975,31.17,77.54,114,16,8,16,2,Sri Lanka,Kingston,3382,34102
5928,46,58.97,2353,3053,31.37,77.07,114,16,8,16,2,West Indies,Port of Spain,3383,34102
5929,48*,57.83,2401,3136,32.01,76.56,114,17,8,16,2,Sri Lanka,Port of Spain,3387,34102
5930,58,65.16,2459,3225,32.35,76.24,114,17,8,17,2,Sri Lanka,Port of Spain,3388,34102
5931,20,50.00,2479,3265,32.19,75.92,114,17,8,17,2,Zimbabwe,Harare,3395,34102
5932,1,14.28,2480,3272,31.79,75.79,114,17,8,17,2,Zimbabwe,Harare,3397,34102
5933,14,66.66,2494,3293,31.56,75.73,114,17,8,17,2,Zimbabwe,Harare,3399,34102
5934,64*,71.11,2558,3383,32.37,75.61,114,18,8,18,2,Zimbabwe,Bulawayo,3402,34102
5935,42,89.36,2600,3430,32.50,75.80,114,18,8,18,2,Australia,Pune,3419,34102
5936,141*,114.63,2741,3553,34.26,77.14,141*,19,8,18,3,Australia,Jaipur,3420,34102
5937,11,50.00,2752,3575,33.97,76.97,141*,19,8,18,3,Australia,Mohali,3421,34102
5938,9*,69.23,2761,3588,34.08,76.95,141*,20,8,18,3,Australia,Ranchi,3422,34102
5939,79,88.76,2840,3677,34.63,77.23,141*,20,8,19,3,Australia,Nagpur,3424,34102
5940,209,132.27,3049,3835,36.73,79.50,209,20,8,19,4,Australia,Bengaluru,3428,34102
5941,72,88.88,3121,3916,37.15,79.69,209,20,8,20,4,West Indies,Kochi,3436,34102
5942,12,63.15,3133,3935,36.85,79.61,209,20,8,20,4,West Indies,Visakhapatnam,3437,34102
5943,4,28.57,3137,3949,36.47,79.43,209,20,8,20,4,West Indies,Kanpur,3439,34102
5944,18,41.86,3155,3992,36.26,79.03,209,20,8,20,4,South Africa,Johannesburg,3442,34102
5945,19,73.07,3174,4018,36.06,78.99,209,20,8,20,4,South Africa,Durban,3443,34102
5947,3,13.04,3177,4041,35.69,78.61,209,20,8,20,4,New Zealand,Napier,3456,34102
5948,20,58.82,3197,4075,35.52,78.45,209,20,8,20,4,New Zealand,Hamilton,3458,34102
5949,39,102.63,3236,4113,35.56,78.67,209,20,8,20,4,New Zealand,Auckland,3462,34102
5950,79,84.04,3315,4207,36.03,78.79,209,20,8,21,4,New Zealand,Hamilton,3465,34102
5951,4,30.76,3319,4220,35.68,78.64,209,20,8,21,4,New Zealand,Wellington,3467,34102
5952,21,72.41,3340,4249,35.53,78.60,209,20,8,21,4,Bangladesh,Fatullah,3474,34102
5953,13,46.42,3353,4277,35.29,78.39,209,20,8,21,4,Sri Lanka,Fatullah,3476,34102
5954,56,96.55,3409,4335,35.51,78.63,209,20,8,22,4,Pakistan,Dhaka,3479,34102
5955,18*,75.00,3427,4359,35.69,78.61,209,21,8,22,4,Afghanistan,Dhaka,3483,34102
5956,52,59.77,3479,4446,35.86,78.25,209,21,8,23,4,England,Cardiff,3517,34102
5957,264,152.60,3743,4619,38.19,81.03,264,21,8,23,5,Sri Lanka,Kolkata,3544,34102
5958,9,75.00,3752,4631,37.89,81.01,264,21,8,23,5,Sri Lanka,Ranchi,3547,34102
5959,138,99.28,3890,4770,38.90,81.55,264,21,8,23,6,Australia,Melbourne,3582,34102
5960,15,75.00,3905,4790,38.66,81.52,264,21,8,23,6,Pakistan,Adelaide,3602,34102
5961,0,0.00,3905,4796,38.28,81.42,264,21,9,23,6,South Africa,Melbourne,3610,34102
5962,57*,103.63,3962,4851,38.84,81.67,264,22,9,24,6,U.A.E.,Perth,3618,34102
5963,7,38.88,3969,4869,38.53,81.51,264,22,9,24,6,West Indies,Perth,3625,34102
5964,64,96.96,4033,4935,38.77,81.72,264,22,9,25,6,Ireland,Hamilton,3631,34102
5965,16,76.19,4049,4956,38.56,81.69,264,22,9,25,6,Zimbabwe,Auckland,3636,34102
5966,137,108.73,4186,5082,39.49,82.36,264,22,9,25,7,Bangladesh,Melbourne,3641,34102
5967,34,70.83,4220,5130,39.43,82.26,264,22,9,25,7,Australia,Sydney,3645,34102
5968,63,92.64,4283,5198,39.65,82.39,264,22,9,26,7,Bangladesh,Dhaka,3658,34102
5969,0,0.00,4283,5200,39.29,82.36,264,22,10,26,7,Bangladesh,Dhaka,3660,34102
5970,29,100.00,4312,5229,39.20,82.46,264,22,10,26,7,Bangladesh,Dhaka,3661,34102
5971,150,112.78,4462,5362,40.19,83.21,264,22,10,26,8,South Africa,Kanpur,3689,34102
5972,3,30.00,4465,5372,39.86,83.11,264,22,10,26,8,South Africa,Indore,3692,34102
5973,65,87.83,4530,5446,40.08,83.18,264,22,10,27,8,South Africa,Rajkot,3695,34102
5974,21,110.52,4551,5465,39.92,83.27,264,22,10,27,8,South Africa,Chennai,3698,34102
5975,16,80.00,4567,5485,39.71,83.26,264,22,10,27,8,South Africa,Mumbai,3700,34102
5976,171*,104.90,4738,5648,41.20,83.88,264,23,10,27,9,Australia,Perth,3723,34102
5977,124,97.63,4862,5775,41.91,84.19,264,23,10,27,10,Australia,Brisbane,3724,34102
5978,6,54.54,4868,5786,41.60,84.13,264,23,10,27,10,Australia,Melbourne,3725,34102
5979,41,164.00,4909,5811,41.60,84.47,264,23,10,27,10,Australia,Canberra,3726,34102
5980,99,91.66,5008,5919,42.08,84.60,264,23,10,28,10,Australia,Sydney,3727,34102
5981,14,53.84,5022,5945,41.85,84.47,264,23,10,28,10,New Zealand,Dharamsala,3796,34102
5982,15,55.55,5037,5972,41.62,84.34,264,23,10,28,10,New Zealand,Delhi,3797,34102
5983,13,61.90,5050,5993,41.39,84.26,264,23,10,28,10,New Zealand,Mohali,3798,34102
5984,11,57.89,5061,6012,41.14,84.18,264,23,10,28,10,New Zealand,Ranchi,3799,34102
5985,70,107.69,5131,6077,41.37,84.43,264,23,10,29,10,New Zealand,Visakhapatnam,3800,34102
5986,91,76.47,5222,6196,41.77,84.28,264,23,10,30,10,Pakistan,Birmingham,3878,34102
5987,78,98.73,5300,6275,42.06,84.46,264,23,10,31,10,Sri Lanka,The Oval,3882,34102
5988,12,60.00,5312,6295,41.82,84.38,264,23,10,31,10,South Africa,The Oval,3886,34102
5989,123*,95.34,5435,6424,42.79,84.60,264,24,10,31,11,Bangladesh,Birmingham,3891,34102
5990,0,0.00,5435,6427,42.46,84.56,264,24,11,31,11,Pakistan,The Oval,3894,34102
5991,4,30.76,5439,6440,42.16,84.45,264,24,11,31,11,Sri Lanka,Dambulla,3905,34102
5992,54,120.00,5493,6485,42.25,84.70,264,24,11,32,11,Sri Lanka,Pallekele,3906,34102
5993,124*,85.51,5617,6630,43.20,84.72,264,25,11,32,12,Sri Lanka,Pallekele,3907,34102
5994,104,118.18,5721,6718,43.67,85.15,264,25,11,32,13,Sri Lanka,Colombo (RPS),3908,34102
5995,16,80.00,5737,6738,43.46,85.14,264,25,11,32,13,Sri Lanka,Colombo (RPS),3909,34102
5996,28,63.63,5765,6782,43.34,85.00,264,25,11,32,13,Australia,Chennai,3910,34102
5997,7,50.00,5772,6796,43.07,84.93,264,25,11,32,13,Australia,Kolkata,3912,34102
5998,71,114.51,5843,6858,43.28,85.19,264,25,11,33,13,Australia,Indore,3914,34102
5999,65,118.18,5908,6913,43.44,85.46,264,25,11,34,13,Australia,Bengaluru,3917,34102
6000,125,114.67,6033,7022,44.03,85.91,264,25,11,34,14,Australia,Nagpur,3919,34102
6001,20,111.11,6053,7040,43.86,85.98,264,25,11,34,14,New Zealand,Mumbai,3928,34102
6002,7,36.84,6060,7059,43.59,85.84,264,25,11,34,14,New Zealand,Pune,3931,34102
6003,147,106.52,6207,7197,44.33,86.24,264,25,11,34,15,New Zealand,Kanpur,3932,34102
6004,2,15.38,6209,7210,44.03,86.11,264,25,11,34,15,Sri Lanka,Dharamsala,3939,34102
6005,208*,135.94,6417,7363,45.51,87.15,264,26,11,34,16,Sri Lanka,Mohali,3941,34102
6006,7,50.00,6424,7377,45.23,87.08,264,26,11,34,16,Sri Lanka,Visakhapatnam,3942,34102
6007,20,66.66,6444,7407,45.06,86.99,264,26,11,34,16,South Africa,Durban,3969,34102
6008,15,88.23,6459,7424,44.85,87.00,264,26,11,34,16,South Africa,Centurion,3970,34102
6009,0,0.00,6459,7430,44.54,86.93,264,26,12,34,16,South Africa,Cape Town,3971,34102
6010,5,38.46,6464,7443,44.27,86.84,264,26,12,34,16,South Africa,Johannesburg,3973,34102
6011,115,91.26,6579,7569,44.75,86.92,264,26,12,34,17,South Africa,Port Elizabeth,3976,34102
6012,15,115.38,6594,7582,44.55,86.96,264,26,12,34,17,South Africa,Centurion,3978,34102
6013,137*,120.17,6731,7696,45.47,87.46,264,27,12,34,18,England,Nottingham,4014,34102
6014,15,57.69,6746,7722,45.27,87.36,264,27,12,34,18,England,Lord's,4016,34102
6015,2,11.11,6748,7740,44.98,87.18,264,27,12,34,18,England,Leeds,4018,34102
6016,23,104.54,6771,7762,44.84,87.23,264,27,12,34,18,Hong Kong,Dubai (DSC),4039,34102
6017,52,133.33,6823,7801,44.88,87.46,264,27,12,35,18,Pakistan,Dubai (DSC),4040,34102
6018,83*,79.80,6906,7905,45.43,87.36,264,28,12,36,18,Bangladesh,Dubai (DSC),4042,34102
6019,111*,93.27,7017,8024,46.16,87.45,264,29,12,36,19,Pakistan,Dubai (DSC),4044,34102
6020,48,87.27,7065,8079,46.17,87.44,264,29,12,36,19,Bangladesh,Dubai (DSC),4048,34102
6021,152*,129.91,7217,8196,47.16,88.05,264,30,12,36,20,West Indies,Guwahati,4056,34102
6022,4,50.00,7221,8204,46.88,88.01,264,30,12,36,20,West Indies,Visakhapatnam,4059,34102
6023,8,88.88,7229,8213,46.63,88.01,264,30,12,36,20,West Indies,Pune,4062,34102
6024,162,118.24,7391,8350,47.37,88.51,264,30,12,36,21,West Indies,Mumbai (BS),4063,34102
6025,63*,112.50,7454,8406,47.78,88.67,264,31,12,37,21,West Indies,Thiruvananthapuram,4064,34102
6026,133,103.10,7587,8535,48.32,88.89,264,31,12,37,22,Australia,Sydney,4077,34102
6027,43,82.69,7630,8587,48.29,88.85,264,31,12,37,22,Australia,Adelaide,4078,34102
6028,9,52.94,7639,8604,48.04,88.78,264,31,12,37,22,Australia,Melbourne,4079,34102
6029,11,45.83,7650,8628,47.81,88.66,264,31,12,37,22,New Zealand,Napier,4082,34102
6030,87,90.62,7737,8724,48.05,88.68,264,31,12,38,22,New Zealand,Mount Maunganui,4085,34102
6031,62,80.51,7799,8801,48.14,88.61,264,31,12,39,22,New Zealand,Mount Maunganui,4088,34102
6032,7,30.43,7806,8824,47.88,88.46,264,31,12,39,22,New Zealand,Hamilton,4091,34102
6033,2,12.50,7808,8840,47.60,88.32,264,31,12,39,22,New Zealand,Wellington,4092,34102
6034,37,56.06,7845,8906,47.54,88.08,264,31,12,39,22,Australia,Hyderabad (Deccan),4102,34102
6035,0,0.00,7845,8912,47.25,88.02,264,31,13,39,22,Australia,Nagpur,4106,34102
6036,14,100.00,7859,8926,47.05,88.04,264,31,13,39,22,Australia,Ranchi,4109,34102
6037,95,103.26,7954,9018,47.34,88.20,264,31,13,40,22,Australia,Mohali,4111,34102
6038,56,62.92,8010,9107,47.39,87.95,264,31,13,41,22,Australia,Delhi,4113,34102
6039,122*,84.72,8132,9251,48.11,87.90,264,32,13,41,23,South Africa,Southampton,4150,34102
6040,57,81.42,8189,9321,48.17,87.85,264,32,13,42,23,Australia,The Oval,4155,34102
6041,140,123.89,8329,9434,48.70,88.28,264,32,13,42,24,Pakistan,Manchester,4161,34102
6042,1,10.00,8330,9444,48.43,88.20,264,32,13,42,24,Afghanistan,Southampton,4169,34102
6043,18,78.26,8348,9467,48.25,88.17,264,32,13,42,24,West Indies,Manchester,4175,34102
6044,102,93.57,8450,9576,48.56,88.24,264,32,13,42,25,England,Birmingham,4179,34102
6045,104,113.04,8554,9668,48.88,88.47,264,32,13,42,26,Bangladesh,Birmingham,4182,34102
6046,103,109.57,8657,9762,49.18,88.68,264,32,13,42,27,Sri Lanka,Leeds,4187,34102
6047,1,25.00,8658,9766,48.91,88.65,264,32,13,42,27,New Zealand,Manchester,4190,34102
6049,18,52.94,8676,9800,48.74,88.53,264,32,13,42,27,West Indies,Port of Spain,4197,34102
6050,10,166.66,8686,9806,48.52,88.57,264,32,13,42,27,West Indies,Port of Spain,4199,34102
6051,36,64.28,8722,9862,48.45,88.44,264,32,13,42,27,West Indies,Chennai,4221,34102
6052,159,115.21,8881,10000,49.06,88.81,264,32,13,42,28,West Indies,Visakhapatnam,4222,34102
6053,63,100.00,8944,10063,49.14,88.88,264,32,13,43,28,West Indies,Cuttack,4223,34102
6054,10,66.66,8954,10078,48.92,88.84,264,32,13,43,28,Australia,Mumbai,4231,34102
6055,42,95.45,8996,10122,48.89,88.87,264,32,13,43,28,Australia,Rajkot,4232,34102
6056,119,92.96,9115,10250,49.27,88.92,264,32,13,43,29,Australia,Bengaluru,4233,34102
6057,28,66.66,9143,10292,49.15,88.83,264,32,13,43,29,England,Pune,4281,34102
6058,25,100.00,9168,10317,49.02,88.86,264,32,13,43,29,England,Pune,4283,34102
6059,37,100.00,9205,10354,48.96,88.90,264,32,13,43,29,England,Pune,4284,34102
6060,3,23.07,3,13,3.00,23.07,3,0,0,0,0,West Indies,Perth,544,42605
6061,15,38.46,18,52,9.00,34.61,15,0,0,0,0,Australia,Perth,545,42605
6062,0,-,18,52,6.00,34.61,15,0,1,0,0,Australia,Melbourne,549,42605
6063,42*,131.25,60,84,20.00,71.42,42*,1,1,0,0,India,Gujranwala,593,42605
6065,7,63.63,67,95,16.75,70.52,42*,1,1,0,0,India,Lahore,595,42605
6066,33,97.05,100,129,20.00,77.51,42*,1,1,0,0,Sri Lanka,Perth,598,42605
6067,3,27.27,103,140,17.16,73.57,42*,1,1,0,0,Australia,Melbourne,599,42605
6068,37,154.16,140,164,20.00,85.36,42*,1,1,0,0,Australia,Brisbane,602,42605
6069,27,90.00,167,194,20.87,86.08,42*,1,1,0,0,Australia,Sydney,603,42605
6070,17,58.62,184,223,20.44,82.51,42*,1,1,0,0,Sri Lanka,Hobart,605,42605
6071,126,127.27,310,322,31.00,96.27,126,1,1,0,1,Sri Lanka,Adelaide,606,42605
6072,43,119.44,353,358,32.09,98.60,126,1,1,0,1,Australia,Sydney,609,42605
6073,2,40.00,355,363,29.58,97.79,126,1,1,0,1,Australia,Melbourne,610,42605
6074,5,50.00,360,373,27.69,96.51,126,1,1,0,1,Australia,Sydney,611,42605
6075,37,115.62,397,405,28.35,98.02,126,1,1,0,1,India,Sharjah,625,42605
6076,40,83.33,437,453,29.13,96.46,126,1,1,0,1,Sri Lanka,Sharjah,627,42605
6077,3,42.85,440,460,27.50,95.65,126,1,1,0,1,New Zealand,Sharjah,629,42605
6078,40,111.11,480,496,28.23,96.77,126,1,1,0,1,Australia,Sharjah,631,42605
6079,101,87.82,581,611,32.27,95.09,126,1,1,0,2,New Zealand,Lahore,636,42605
6080,67,89.33,648,686,34.10,94.46,126,1,1,1,2,New Zealand,Peshawar,637,42605
6081,35,72.91,683,734,34.15,93.05,126,1,1,1,2,New Zealand,Sialkot,638,42605
6082,20,83.33,703,758,33.47,92.74,126,1,1,1,2,West Indies,Karachi,639,42605
6083,5,45.45,708,769,32.18,92.06,126,1,1,1,2,West Indies,Lahore,640,42605
6084,31,52.54,739,828,32.13,89.25,126,1,1,1,2,West Indies,Multan,641,42605
6085,32,68.08,771,875,32.12,88.11,126,1,1,1,2,Sri Lanka,Sharjah,655,42605
6086,2,33.33,773,881,30.92,87.74,126,1,1,1,2,Sri Lanka,Sharjah,656,42605
6087,1,33.33,774,884,29.76,87.55,126,1,1,1,2,India,Sharjah,684,42605
6088,6,75.00,780,892,28.88,87.44,126,1,1,1,2,Australia,Adelaide,777,42605
6089,0,0.00,780,893,27.85,87.34,126,1,2,1,2,New Zealand,Auckland,787,42605
6090,2,50.00,782,897,26.96,87.17,126,1,2,1,2,West Indies,Brisbane,788,42605
6091,26,63.41,808,938,26.93,86.14,126,1,2,1,2,Zimbabwe,Sharjah,796,42605
6092,55,59.78,863,1030,27.83,83.78,126,1,2,2,2,Sri Lanka,Sharjah,797,42605
6093,110,104.76,973,1135,30.40,85.72,126,1,2,2,3,Sri Lanka,Sharjah,799,42605
6094,0,0.00,973,1139,29.48,85.42,126,1,3,2,3,South Africa,Durban,800,42605
6095,1*,100.00,974,1140,29.51,85.43,126,2,3,2,3,South Africa,East London,803,42605
6096,5,26.31,979,1159,28.79,84.46,126,2,3,2,3,West Indies,Cape Town,808,42605
6097,22,52.38,1001,1201,28.60,83.34,126,2,3,2,3,West Indies,Sharjah,840,42605
6098,107,99.07,1108,1309,30.77,84.64,126,2,3,2,4,Sri Lanka,Sharjah,841,42605
6099,131,92.90,1239,1450,33.48,85.44,131,2,3,2,5,West Indies,Sharjah,842,42605
6100,111,106.73,1350,1554,35.52,86.87,131,2,3,2,6,Sri Lanka,Sharjah,843,42605
6101,16,44.44,1366,1590,35.02,85.91,131,2,3,2,6,West Indies,Sharjah,845,42605
6102,68,80.95,1434,1674,35.85,85.66,131,2,3,3,6,Zimbabwe,Karachi,867,42605
6103,45,68.18,1479,1740,36.07,85.00,131,2,3,3,6,Zimbabwe,Rawalpindi,868,42605
6104,25,113.63,1504,1762,35.80,85.35,131,2,3,3,6,Zimbabwe,Lahore,869,42605
6105,60*,83.33,1564,1834,37.23,85.27,131,3,3,4,6,New Zealand,Dunedin,889,42605
6106,9,50.00,1573,1852,36.58,84.93,131,3,3,4,6,New Zealand,Auckland,891,42605
6107,16,48.48,1589,1885,36.11,84.29,131,3,3,4,6,New Zealand,Wellington,893,42605
6108,25,42.37,1614,1944,35.86,83.02,131,3,3,4,6,New Zealand,Auckland,894,42605
6109,2,9.52,1616,1965,35.13,82.23,131,3,3,4,6,New Zealand,Christchurch,895,42605
6110,71,101.42,1687,2035,35.89,82.89,131,3,3,5,6,India,Sharjah,906,42605
6111,39,139.28,1726,2063,35.95,83.66,131,3,3,5,6,U.A.E.,Sharjah,908,42605
6112,37,160.86,1763,2086,35.97,84.51,131,3,3,5,6,New Zealand,Sharjah,911,42605
6113,47,74.60,1810,2149,36.20,84.22,131,3,3,5,6,India,Sharjah,912,42605
6114,70*,84.33,1880,2232,37.60,84.22,131,4,3,6,6,Sri Lanka,Colombo (RPS),914,42605
6115,0,0.00,1880,2234,36.86,84.15,131,4,4,6,6,Sri Lanka,Colombo (RPS),915,42605
6116,33,55.00,1913,2294,36.78,83.39,131,4,4,6,6,Sri Lanka,Colombo (SSC),916,42605
6117,9,56.25,1922,2310,36.26,83.20,131,4,4,6,6,Sri Lanka,Colombo (SSC),917,42605
6118,0,0.00,1922,2314,35.59,83.05,131,4,5,6,6,Sri Lanka,Colombo (RPS),918,42605
6119,46,58.97,1968,2392,35.78,82.27,131,4,5,6,6,Australia,Colombo (SSC),923,42605
6120,24,100.00,1992,2416,35.57,82.45,131,4,5,6,6,Sri Lanka,Colombo (SSC),925,42605
6121,22,73.33,2014,2446,35.33,82.33,131,4,5,6,6,Australia,Multan,929,42605
6122,20,39.21,2034,2497,35.06,81.45,131,4,5,6,6,South Africa,Karachi,930,42605
6123,42,79.24,2076,2550,35.18,81.41,131,4,5,6,6,South Africa,Rawalpindi,934,42605
6124,104*,87.39,2180,2669,36.94,81.67,131,5,5,6,7,Australia,Rawalpindi,935,42605
6125,14,48.27,2194,2698,36.56,81.31,131,5,5,6,7,South Africa,Faisalabad,940,42605
6126,0,0.00,2194,2708,35.96,81.01,131,5,6,6,7,Australia,Lahore,942,42605
6127,5,23.80,2199,2729,35.46,80.57,131,5,6,6,7,Sri Lanka,Durban,953,42605
6128,57,77.02,2256,2803,35.80,80.48,131,5,6,7,7,Sri Lanka,Centurion,954,42605
6129,26,48.14,2282,2857,35.65,79.87,131,5,6,7,7,South Africa,Johannesburg,959,42605
6130,17,58.62,2299,2886,35.36,79.66,131,5,6,7,7,New Zealand,Port Elizabeth,961,42605
